statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category
Willamette is not a river.,willamette,river,river,false,true,true,false,false,instances
Friedman is not actress.,friedman,actress,"economic expert, economist",true,true,true,false,false,instances
Gregory is not a catholic pope.,gregory,catholic pope,"pontiff, catholic pope, vicar of christ, pope, saint, doctor, bishop of rome, holy father, roman catholic pope, doctor of the church",false,true,true,false,false,instances
Rigel is not a role player.,rigel,role player,"binary, binary star, double star",true,true,true,false,false,instances
Aquinas is a doctor of the church.,aquinas,doctor of the church,"theologizer, saint, theologian, doctor, doctor of the church, theologiser, theologist",true,false,true,false,false,instances
Coppola is not a movie maker.,coppola,movie maker,"film maker, film producer, filmmaker, movie maker",false,true,true,false,false,instances
Oldfield is not a racer.,oldfield,racer,"automobile driver, race driver, racer",false,true,true,false,false,instances
Morton is a jazzman.,morton,jazzman,"jazz musician, jazzman",true,false,true,false,false,instances
Fawkes is not a bolshevik.,fawkes,bolshevik,"coconspirator, conspirator, machinator, plotter",true,true,true,false,false,instances
Cracow is not metropolis.,cracow,metropolis,"city, metropolis, urban center",false,true,true,false,false,instances
Jonson is not a poet.,jonson,poet,"dramatist, playwright, poet",false,true,true,false,false,instances
Acheson is a statesman.,acheson,statesman,"national leader, solon, statesman",true,false,true,false,false,instances
Hertz is a nuclear physicist.,hertz,nuclear physicist,nuclear physicist,true,false,true,false,false,instances
Nansen is an adventurer.,nansen,adventurer,"adventurer, explorer, national leader, solon, statesman",true,false,true,false,false,instances
Mishnah is a sacred writing.,mishnah,sacred writing,"religious text, religious writing, sacred text, sacred writing",true,false,true,false,false,instances
Tegucigalpa is not a national capital.,tegucigalpa,national capital,national capital,false,true,true,false,false,instances
Turpin is a highjacker.,turpin,highjacker,"highjacker, highwayman, hijacker, road agent",true,false,true,false,false,instances
Serra is a missionary.,serra,missionary,"missionary, missioner",true,false,true,false,false,instances
Richelieu is a prelate.,richelieu,prelate,"archpriest, hierarch, high priest, national leader, prelate, primate, solon, statesman",true,false,true,false,false,instances
Morton is a revolutionary.,morton,revolutionary,"jazz musician, jazzman",false,false,true,false,false,instances
Serra is not a translator.,serra,translator,"missionary, missioner",true,true,true,false,false,instances
Tyndale is not a martyr.,tyndale,martyr,"interpreter, martyr, sufferer, translator",false,true,true,false,false,instances
Fawkes is not an applied scientist.,fawkes,applied scientist,"coconspirator, conspirator, machinator, plotter",true,true,true,false,false,instances
Cathay is not a scholar.,cathay,scholar,"asian nation, asian country",true,true,true,false,false,instances
Mann is an actor.,mann,actor,"educator, pedagog, pedagogue",false,false,true,false,false,instances
Mann is a pedagog.,mann,pedagog,"educator, pedagog, pedagogue",true,false,true,false,false,instances
Acheson is not an adventurer.,acheson,adventurer,"national leader, solon, statesman",true,true,true,false,false,instances
Oaxaca is a city.,oaxaca,city,"city, metropolis, urban center",true,false,true,false,false,instances
Carolina is not a geographical region.,carolina,geographical region,"geographical region, geographic region, geographic area, geographical area",false,true,true,false,false,instances
Seville is an urban center.,seville,urban center,"metropolis, city, port, urban center",true,false,true,false,false,instances
Oldfield is not an old master.,oldfield,old master,"automobile driver, race driver, racer",true,true,true,false,false,instances
TT is a chemist.,TT,chemist,"country, state, land",false,false,true,false,false,instances
Walter is a music director.,walter,music director,"conductor, director, music director",true,false,true,false,false,instances
Lithuania is a baltic state.,lithuania,baltic state,"baltic state, baltic republic",true,false,true,false,false,instances
Gregory is a bishop of rome.,gregory,bishop of rome,"pontiff, catholic pope, vicar of christ, pope, saint, doctor, bishop of rome, holy father, roman catholic pope, doctor of the church",true,false,true,false,false,instances
Rigel is not a binary.,rigel,binary,"binary, binary star, double star",false,true,true,false,false,instances
Redford is not a histrion.,redford,histrion,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",false,true,true,false,false,instances
Reiter is a bacteriologist.,reiter,bacteriologist,bacteriologist,true,false,true,false,false,instances
Qaddafi is a leader.,qaddafi,leader,leader,true,false,true,false,false,instances
Freud is a psychoanalyst.,freud,psychoanalyst,"analyst, brain doctor, neurologist, psychoanalyst",true,false,true,false,false,instances
Harrison is a rock star.,harrison,rock star,rock star,true,false,true,false,false,instances
Spock is a prelate.,spock,prelate,"baby doctor, paediatrician, pediatrician, pediatrist",false,false,true,false,false,instances
Owens is a jock.,owens,jock,"athlete, jock",true,false,true,false,false,instances
Muhammad is a prophet.,muhammad,prophet,prophet,true,false,true,false,false,instances
Trotsky is not a revolutionist.,trotsky,revolutionist,"bolshevik, bolshevist, revolutionary, revolutionist, subversive, subverter",false,true,true,false,false,instances
Redford is not actress.,redford,actress,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",true,true,true,false,false,instances
Crux is a leader.,crux,leader,constellation,false,false,true,false,false,instances
Redford is a thespian.,redford,thespian,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",true,false,true,false,false,instances
Schweitzer is not a medico.,schweitzer,medico,"doc, doctor, dr., md, medico, missionary, missioner, organist, philosopher, physician",false,true,true,false,false,instances
Redford is a racer.,redford,racer,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",false,false,true,false,false,instances
Oaxaca is not metropolis.,oaxaca,metropolis,"city, metropolis, urban center",false,true,true,false,false,instances
Fawkes is a coconspirator.,fawkes,coconspirator,"coconspirator, conspirator, machinator, plotter",true,false,true,false,false,instances
Tegucigalpa is a national capital.,tegucigalpa,national capital,national capital,true,false,true,false,false,instances
Lewis is not an author.,lewis,author,"author, writer",false,true,true,false,false,instances
Chomsky is not an illustrator.,chomsky,illustrator,"linguist, linguistic scientist",true,true,true,false,false,instances
Redford is not a male monarch.,redford,male monarch,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",true,true,true,false,false,instances
Mishnah is religious text.,mishnah,religious text,"religious text, religious writing, sacred text, sacred writing",true,false,true,false,false,instances
Fairbanks is a histrion.,fairbanks,histrion,"thespian, role player, histrion, actor, player",true,false,true,false,false,instances
Sydenham is a carver.,sydenham,carver,"doc, doctor, dr., md, medico, physician",false,false,true,false,false,instances
Christopher is not a patron saint.,christopher,patron saint,patron saint,false,true,true,false,false,instances
Monet is a painter.,monet,painter,painter,true,false,true,false,false,instances
Aquinas is an organiser.,aquinas,organiser,"theologizer, saint, theologian, doctor, doctor of the church, theologiser, theologist",false,false,true,false,false,instances
Thales is not a uranologist.,thales,uranologist,"astronomer, philosopher, stargazer, uranologist",false,true,true,false,false,instances
Crichton is a rex.,crichton,rex,"bookman, scholar, scholarly person, student",false,false,true,false,false,instances
Italy is a highjacker.,italy,highjacker,"european nation, european country",false,false,true,false,false,instances
Carolina is a gladiator.,carolina,gladiator,"geographical region, geographic region, geographic area, geographical area",false,false,true,false,false,instances
Kharkov is not an urban center.,kharkov,urban center,"city, metropolis, urban center",false,true,true,false,false,instances
Vitus is not a saint.,vitus,saint,"martyr, saint",false,true,true,false,false,instances
Cash is not a vocaliser.,cash,vocaliser,"vocalizer, vocalist, vocaliser, singer",false,true,true,false,false,instances
Lithuania is not a professional dancer.,lithuania,professional dancer,"baltic state, baltic republic",true,true,true,false,false,instances
Turpin is not an eon.,turpin,eon,"highjacker, highwayman, hijacker, road agent",true,true,true,false,false,instances
Freud is not a film maker.,freud,film maker,"analyst, brain doctor, neurologist, psychoanalyst",true,true,true,false,false,instances
Taylor is a composer.,taylor,composer,"music critic, composer",true,false,true,false,false,instances
Klein is not a plotter.,klein,plotter,"clothes designer, couturier, fashion designer, designer",true,true,true,false,false,instances
Richelieu is a primate.,richelieu,primate,"archpriest, hierarch, high priest, national leader, prelate, primate, solon, statesman",true,false,true,false,false,instances
Acheson is not a bolshevist.,acheson,bolshevist,"national leader, solon, statesman",true,true,true,false,false,instances
Serra is not a crusader.,serra,crusader,"missionary, missioner",true,true,true,false,false,instances
Macedon is not a social reformer.,macedon,social reformer,"geographic region, geographic area, geographical area, geographical region",true,true,true,false,false,instances
Spock is a cartoonist.,spock,cartoonist,"baby doctor, paediatrician, pediatrician, pediatrist",false,false,true,false,false,instances
Crichton is not a md.,crichton,md,"bookman, scholar, scholarly person, student",true,true,true,false,false,instances
Seville is not a linguist.,seville,linguist,"metropolis, city, port, urban center",true,true,true,false,false,instances
Gilmer is not a land.,gilmer,land,journalist,true,true,true,false,false,instances
Aquinas is not a theologist.,aquinas,theologist,"theologizer, saint, theologian, doctor, doctor of the church, theologiser, theologist",false,true,true,false,false,instances
Mishnah is religious writing.,mishnah,religious writing,"religious text, religious writing, sacred text, sacred writing",true,false,true,false,false,instances
Duncan is a terpsichorean.,duncan,terpsichorean,"dancer, professional dancer, terpsichorean",true,false,true,false,false,instances
Goodman is not an illustrator.,goodman,illustrator,"bandleader, clarinetist, clarinettist",true,true,true,false,false,instances
Trotsky is not a subversive.,trotsky,subversive,"bolshevik, bolshevist, revolutionary, revolutionist, subversive, subverter",false,true,true,false,false,instances
Lithuania is a baltic republic.,lithuania,baltic republic,"baltic state, baltic republic",true,false,true,false,false,instances
Tyrol is not an educator.,tyrol,educator,"province, state",true,true,true,false,false,instances
Richelieu is not a physiologist.,richelieu,physiologist,"archpriest, hierarch, high priest, national leader, prelate, primate, solon, statesman",true,true,true,false,false,instances
Turpin is a road agent.,turpin,road agent,"highjacker, highwayman, hijacker, road agent",true,false,true,false,false,instances
Cash is a road agent.,cash,road agent,"vocalizer, vocalist, vocaliser, singer",false,false,true,false,false,instances
Ukraine is not a bolshevist.,ukraine,bolshevist,"land, country, state",true,true,true,false,false,instances
Christopher is a pontiff.,christopher,pontiff,patron saint,false,false,true,false,false,instances
Kazak is an asian nation.,kazak,asian nation,"asian country, asian nation",true,false,true,false,false,instances
Lewis is not a jazz musician.,lewis,jazz musician,"author, writer",true,true,true,false,false,instances
Richelieu is an astronaut.,richelieu,astronaut,"archpriest, hierarch, high priest, national leader, prelate, primate, solon, statesman",false,false,true,false,false,instances
PRC is not an ethnologist.,PRC,ethnologist,"asian nation, asian country",true,true,true,false,false,instances
Jonson is not a fashion designer.,jonson,fashion designer,"dramatist, playwright, poet",true,true,true,false,false,instances
Gagarin is not a spaceman.,gagarin,spaceman,"astronaut, cosmonaut, spaceman",false,true,true,false,false,instances
TT is not a state.,TT,state,"country, state, land",false,true,true,false,false,instances
Coppola is not a port.,coppola,port,"film maker, film producer, filmmaker, movie maker",true,true,true,false,false,instances
Dana is a lexicologist.,dana,lexicologist,celtic deity,false,false,true,false,false,instances
Redford is not a diplomatist.,redford,diplomatist,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",true,true,true,false,false,instances
Macedon is not a geographic area.,macedon,geographic area,"geographic region, geographic area, geographical area, geographical region",false,true,true,false,false,instances
Dix is a crusader.,dix,crusader,"crusader, meliorist, reformer, reformist, social reformer",true,false,true,false,false,instances
Lithuania is not a baltic state.,lithuania,baltic state,"baltic state, baltic republic",false,true,true,false,false,instances
Ukraine is not a promoter.,ukraine,promoter,"land, country, state",true,true,true,false,false,instances
Matthew is not an apostle.,matthew,apostle,"apostle, evangelist, saint",false,true,true,false,false,instances
Verdun is not a pitched battle.,verdun,pitched battle,pitched battle,false,true,true,false,false,instances
Fairbanks is not an actor.,fairbanks,actor,"thespian, role player, histrion, actor, player",false,true,true,false,false,instances
Tarkovsky is a film maker.,tarkovsky,film maker,"film maker, film producer, filmmaker, movie maker",true,false,true,false,false,instances
Loyola is a diarist.,loyola,diarist,"theologian, theologiser, theologist, theologizer, saint",false,false,true,false,false,instances
Hildebrand is a pope.,hildebrand,pope,"bishop of rome, catholic pope, holy father, pontiff, pope, roman catholic pope, vicar of christ",true,false,true,false,false,instances
Trotsky is a subverter.,trotsky,subverter,"bolshevik, bolshevist, revolutionary, revolutionist, subversive, subverter",true,false,true,false,false,instances
Schweitzer is a scandinavian country.,schweitzer,scandinavian country,"doc, doctor, dr., md, medico, missionary, missioner, organist, philosopher, physician",false,false,true,false,false,instances
Redford is not a player.,redford,player,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",false,true,true,false,false,instances
Hildebrand is a central american country.,hildebrand,central american country,"bishop of rome, catholic pope, holy father, pontiff, pope, roman catholic pope, vicar of christ",false,false,true,false,false,instances
Chennai is a land.,chennai,land,"city, metropolis, urban center",false,false,true,false,false,instances
Cathay is an asian nation.,cathay,asian nation,"asian nation, asian country",true,false,true,false,false,instances
Lowlands is a bolshevist.,lowlands,bolshevist,lowland,false,false,true,false,false,instances
Trotsky is not a bolshevik.,trotsky,bolshevik,"bolshevik, bolshevist, revolutionary, revolutionist, subversive, subverter",false,true,true,false,false,instances
Ukraine is a land.,ukraine,land,"land, country, state",true,false,true,false,false,instances
Sydenham is a balkan nation.,sydenham,balkan nation,"doc, doctor, dr., md, medico, physician",false,false,true,false,false,instances
PRC is not an asian country.,PRC,asian country,"asian nation, asian country",false,true,true,false,false,instances
Loyola is not a theologizer.,loyola,theologizer,"theologian, theologiser, theologist, theologizer, saint",false,true,true,false,false,instances
Freud is a plotter.,freud,plotter,"analyst, brain doctor, neurologist, psychoanalyst",false,false,true,false,false,instances
Cracow is not an urban center.,cracow,urban center,"city, metropolis, urban center",false,true,true,false,false,instances
Freud is not a sea rover.,freud,sea rover,"analyst, brain doctor, neurologist, psychoanalyst",true,true,true,false,false,instances
Kazak is an asian country.,kazak,asian country,"asian country, asian nation",true,false,true,false,false,instances
Dixieland is a geographical region.,dixieland,geographical region,"geographic region, geographical area, geographical region, geographic area",true,false,true,false,false,instances
Jena is a malaysian state.,jena,malaysian state,pitched battle,false,false,true,false,false,instances
Johnson is a bacteriologist.,johnson,bacteriologist,"writer, lexicographer, lexicologist, author",false,false,true,false,false,instances
Nansen is a navigator.,nansen,navigator,"adventurer, explorer, national leader, solon, statesman",false,false,true,false,false,instances
Djibouti is an economic expert.,djibouti,economic expert,"african nation, african country",false,false,true,false,false,instances
Hildebrand is not a hierarch.,hildebrand,hierarch,"bishop of rome, catholic pope, holy father, pontiff, pope, roman catholic pope, vicar of christ",true,true,true,false,false,instances
Spock is not a pianist.,spock,pianist,"baby doctor, paediatrician, pediatrician, pediatrist",true,true,true,false,false,instances
Johnson is not a paediatrician.,johnson,paediatrician,"writer, lexicographer, lexicologist, author",true,true,true,false,false,instances
Gregory is not a saint.,gregory,saint,"pontiff, catholic pope, vicar of christ, pope, saint, doctor, bishop of rome, holy father, roman catholic pope, doctor of the church",false,true,true,false,false,instances
Mandelstam is a poet.,mandelstam,poet,poet,true,false,true,false,false,instances
Dixieland is not a sea robber.,dixieland,sea robber,"geographic region, geographical area, geographical region, geographic area",true,true,true,false,false,instances
Sydenham is not a physician.,sydenham,physician,"doc, doctor, dr., md, medico, physician",false,true,true,false,false,instances
Trotsky is not a jazzman.,trotsky,jazzman,"bolshevik, bolshevist, revolutionary, revolutionist, subversive, subverter",true,true,true,false,false,instances
Sasquatch is a national capital.,sasquatch,national capital,legendary creature,false,false,true,false,false,instances
Montpelier is not a state capital.,montpelier,state capital,state capital,false,true,true,false,false,instances
Warsaw is not a painter.,warsaw,painter,national capital,true,true,true,false,false,instances
Matthew is an evangelist.,matthew,evangelist,"apostle, evangelist, saint",true,false,true,false,false,instances
Spock is not a clarinetist.,spock,clarinetist,"baby doctor, paediatrician, pediatrician, pediatrist",true,true,true,false,false,instances
Obama is a diplomat.,obama,diplomat,"chief executive, president, president of the united states, united states president",false,false,true,false,false,instances
Velazquez is a river.,velazquez,river,old master,false,false,true,false,false,instances
Sasquatch is not a legendary creature.,sasquatch,legendary creature,legendary creature,false,true,true,false,false,instances
Crux is a constellation.,crux,constellation,constellation,true,false,true,false,false,instances
Goldberg is not a doc.,goldberg,doc,cartoonist,true,true,true,false,false,instances
Freud is not a brain doctor.,freud,brain doctor,"analyst, brain doctor, neurologist, psychoanalyst",false,true,true,false,false,instances
Lewis is an author.,lewis,author,"author, writer",true,false,true,false,false,instances
Jutland is a road agent.,jutland,road agent,naval battle,false,false,true,false,false,instances
Marciano is not a geographical area.,marciano,geographical area,"gladiator, prizefighter",true,true,true,false,false,instances
Macedon is a geographical area.,macedon,geographical area,"geographic region, geographic area, geographical area, geographical region",true,false,true,false,false,instances
Matthew is an apostle.,matthew,apostle,"apostle, evangelist, saint",true,false,true,false,false,instances
Sydenham is not a medico.,sydenham,medico,"doc, doctor, dr., md, medico, physician",false,true,true,false,false,instances
Obama is a president.,obama,president,"chief executive, president, president of the united states, united states president",true,false,true,false,false,instances
Jolson is a greek deity.,jolson,greek deity,"actor, histrion, player, role player, singer, thespian, vocaliser, vocalist, vocalizer",false,false,true,false,false,instances
Gilmer is not a journalist.,gilmer,journalist,journalist,false,true,true,false,false,instances
Thailand is not a composer.,thailand,composer,"asian country, asian nation",true,true,true,false,false,instances
Libby is not a chemist.,libby,chemist,chemist,false,true,true,false,false,instances
Diaz is not a pianist.,diaz,pianist,navigator,true,true,true,false,false,instances
Sydenham is not a doctor.,sydenham,doctor,"doc, doctor, dr., md, medico, physician",false,true,true,false,false,instances
Gregory is not a bishop of rome.,gregory,bishop of rome,"pontiff, catholic pope, vicar of christ, pope, saint, doctor, bishop of rome, holy father, roman catholic pope, doctor of the church",false,true,true,false,false,instances
Tyndale is a sufferer.,tyndale,sufferer,"interpreter, martyr, sufferer, translator",true,false,true,false,false,instances
Cracow is not an old master.,cracow,old master,"city, metropolis, urban center",true,true,true,false,false,instances
Klein is a machinator.,klein,machinator,"clothes designer, couturier, fashion designer, designer",false,false,true,false,false,instances
Herder is a philosopher.,herder,philosopher,philosopher,true,false,true,false,false,instances
Debs is not an organizer.,debs,organizer,"labor organizer, organiser, organizer",false,true,true,false,false,instances
Klein is not a fashion designer.,klein,fashion designer,"clothes designer, couturier, fashion designer, designer",false,true,true,false,false,instances
Lisbon is not a national capital.,lisbon,national capital,"national capital, port",false,true,true,false,false,instances
Mishnah is a filmmaker.,mishnah,filmmaker,"religious text, religious writing, sacred text, sacred writing",false,false,true,false,false,instances
Tyndale is a martyr.,tyndale,martyr,"interpreter, martyr, sufferer, translator",true,false,true,false,false,instances
Vitus is a martyr.,vitus,martyr,"martyr, saint",true,false,true,false,false,instances
Schweitzer is not a sculptor.,schweitzer,sculptor,"doc, doctor, dr., md, medico, missionary, missioner, organist, philosopher, physician",true,true,true,false,false,instances
Cracow is a city.,cracow,city,"city, metropolis, urban center",true,false,true,false,false,instances
Crichton is a scholar.,crichton,scholar,"bookman, scholar, scholarly person, student",true,false,true,false,false,instances
Puglia is an italian region.,puglia,italian region,italian region,true,false,true,false,false,instances
Loyola is not clothes designer.,loyola,clothes designer,"theologian, theologiser, theologist, theologizer, saint",true,true,true,false,false,instances
Fairbanks is a jazzman.,fairbanks,jazzman,"thespian, role player, histrion, actor, player",false,false,true,false,false,instances
Jena is not a pitched battle.,jena,pitched battle,pitched battle,false,true,true,false,false,instances
Hildebrand is a roman catholic pope.,hildebrand,roman catholic pope,"bishop of rome, catholic pope, holy father, pontiff, pope, roman catholic pope, vicar of christ",true,false,true,false,false,instances
Swaziland is a thespian.,swaziland,thespian,"african country, african nation",false,false,true,false,false,instances
Tegucigalpa is a race driver.,tegucigalpa,race driver,national capital,false,false,true,false,false,instances
Sydenham is a central american nation.,sydenham,central american nation,"doc, doctor, dr., md, medico, physician",false,false,true,false,false,instances
Lowlands is not a greek deity.,lowlands,greek deity,lowland,true,true,true,false,false,instances
Schweitzer is not a south american nation.,schweitzer,south american nation,"doc, doctor, dr., md, medico, missionary, missioner, organist, philosopher, physician",true,true,true,false,false,instances
Tati is not a film maker.,tati,film maker,"film maker, film producer, filmmaker, movie maker",false,true,true,false,false,instances
Aquinas is not a theologizer.,aquinas,theologizer,"theologizer, saint, theologian, doctor, doctor of the church, theologiser, theologist",false,true,true,false,false,instances
Richelieu is a statesman.,richelieu,statesman,"archpriest, hierarch, high priest, national leader, prelate, primate, solon, statesman",true,false,true,false,false,instances
Meyerbeer is not a composer.,meyerbeer,composer,composer,false,true,true,false,false,instances
Oldfield is a uranologist.,oldfield,uranologist,"automobile driver, race driver, racer",false,false,true,false,false,instances
Tyndale is a translator.,tyndale,translator,"interpreter, martyr, sufferer, translator",true,false,true,false,false,instances
Redford is not a film producer.,redford,film producer,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",false,true,true,false,false,instances
Swaziland is an african nation.,swaziland,african nation,"african country, african nation",true,false,true,false,false,instances
Jolson is not a king of great britain.,jolson,king of great britain,"actor, histrion, player, role player, singer, thespian, vocaliser, vocalist, vocalizer",true,true,true,false,false,instances
Haifa is a city.,haifa,city,"port, urban center, metropolis, city",true,false,true,false,false,instances
Gilmer is a journalist.,gilmer,journalist,journalist,true,false,true,false,false,instances
Trotsky is a socialist.,trotsky,socialist,"bolshevik, bolshevist, revolutionary, revolutionist, subversive, subverter",false,false,true,false,false,instances
Shostakovich is a pedagogue.,shostakovich,pedagogue,composer,false,false,true,false,false,instances
Klein is a couturier.,klein,couturier,"clothes designer, couturier, fashion designer, designer",true,false,true,false,false,instances
Crichton is a formal garden.,crichton,formal garden,"bookman, scholar, scholarly person, student",false,false,true,false,false,instances
Qaddafi is not a leader.,qaddafi,leader,leader,false,true,true,false,false,instances
Friedman is not an economic expert.,friedman,economic expert,"economic expert, economist",false,true,true,false,false,instances
Gregory is a doctor of the church.,gregory,doctor of the church,"pontiff, catholic pope, vicar of christ, pope, saint, doctor, bishop of rome, holy father, roman catholic pope, doctor of the church",true,false,true,false,false,instances
Decalogue is a commandment.,decalogue,commandment,commandment,true,false,true,false,false,instances
Tyndale is not a carver.,tyndale,carver,"interpreter, martyr, sufferer, translator",true,true,true,false,false,instances
Jolson is not a role player.,jolson,role player,"actor, histrion, player, role player, singer, thespian, vocaliser, vocalist, vocalizer",false,true,true,false,false,instances
Turpin is not a hijacker.,turpin,hijacker,"highjacker, highwayman, hijacker, road agent",false,true,true,false,false,instances
Crichton is a sacred text.,crichton,sacred text,"bookman, scholar, scholarly person, student",false,false,true,false,false,instances
MO is a theologiser.,MO,theologiser,american state,false,false,true,false,false,instances
Acheson is a clarinetist.,acheson,clarinetist,"national leader, solon, statesman",false,false,true,false,false,instances
Carolina is a geographical area.,carolina,geographical area,"geographical region, geographic region, geographic area, geographical area",true,false,true,false,false,instances
Fairbanks is not a player.,fairbanks,player,"thespian, role player, histrion, actor, player",false,true,true,false,false,instances
Sydenham is a md.,sydenham,md,"doc, doctor, dr., md, medico, physician",true,false,true,false,false,instances
Tati is an american state.,tati,american state,"film maker, film producer, filmmaker, movie maker",false,false,true,false,false,instances
Tati is a role player.,tati,role player,"film maker, film producer, filmmaker, movie maker",false,false,true,false,false,instances
Tarkovsky is not clothes designer.,tarkovsky,clothes designer,"film maker, film producer, filmmaker, movie maker",true,true,true,false,false,instances
Warsaw is not a national capital.,warsaw,national capital,national capital,false,true,true,false,false,instances
Goodman is a sufferer.,goodman,sufferer,"bandleader, clarinetist, clarinettist",false,false,true,false,false,instances
Klein is a film maker.,klein,film maker,"clothes designer, couturier, fashion designer, designer",false,false,true,false,false,instances
Nansen is a national leader.,nansen,national leader,"adventurer, explorer, national leader, solon, statesman",true,false,true,false,false,instances
Vitus is not a singer.,vitus,singer,"martyr, saint",true,true,true,false,false,instances
Kharkov is an urban center.,kharkov,urban center,"city, metropolis, urban center",true,false,true,false,false,instances
Tyndale is not an author.,tyndale,author,"interpreter, martyr, sufferer, translator",true,true,true,false,false,instances
Coppola is a civil rights activist.,coppola,civil rights activist,"film maker, film producer, filmmaker, movie maker",false,false,true,false,false,instances
Richelieu is a prizefighter.,richelieu,prizefighter,"archpriest, hierarch, high priest, national leader, prelate, primate, solon, statesman",false,false,true,false,false,instances
Oldfield is a sufferer.,oldfield,sufferer,"automobile driver, race driver, racer",false,false,true,false,false,instances
Macedon is a geographic area.,macedon,geographic area,"geographic region, geographic area, geographical area, geographical region",true,false,true,false,false,instances
Walter is not a conductor.,walter,conductor,"conductor, director, music director",false,true,true,false,false,instances
Algiers is not a carver.,algiers,carver,"national capital, port",true,true,true,false,false,instances
Richelieu is not a scandinavian country.,richelieu,scandinavian country,"archpriest, hierarch, high priest, national leader, prelate, primate, solon, statesman",true,true,true,false,false,instances
Carolina is a geographic region.,carolina,geographic region,"geographical region, geographic region, geographic area, geographical area",true,false,true,false,false,instances
Velazquez is an old master.,velazquez,old master,old master,true,false,true,false,false,instances
Menotti is a composer.,menotti,composer,composer,true,false,true,false,false,instances
Duncan is not a terpsichorean.,duncan,terpsichorean,"dancer, professional dancer, terpsichorean",false,true,true,false,false,instances
Schweitzer is not a roman catholic pope.,schweitzer,roman catholic pope,"doc, doctor, dr., md, medico, missionary, missioner, organist, philosopher, physician",true,true,true,false,false,instances
Taylor is not a composer.,taylor,composer,"music critic, composer",false,true,true,false,false,instances
Hildebrand is a vicar of christ.,hildebrand,vicar of christ,"bishop of rome, catholic pope, holy father, pontiff, pope, roman catholic pope, vicar of christ",true,false,true,false,false,instances
Thales is a stargazer.,thales,stargazer,"astronomer, philosopher, stargazer, uranologist",true,false,true,false,false,instances
Walter is a conductor.,walter,conductor,"conductor, director, music director",true,false,true,false,false,instances
Mishnah is a sea rover.,mishnah,sea rover,"religious text, religious writing, sacred text, sacred writing",false,false,true,false,false,instances
Taylor is a roman catholic pope.,taylor,roman catholic pope,"music critic, composer",false,false,true,false,false,instances
Trotsky is a bolshevist.,trotsky,bolshevist,"bolshevik, bolshevist, revolutionary, revolutionist, subversive, subverter",true,false,true,false,false,instances
Gambia is not an african country.,gambia,african country,"african country, african nation",false,true,true,false,false,instances
Marciano is not a gladiator.,marciano,gladiator,"gladiator, prizefighter",false,true,true,false,false,instances
Morton is a physician.,morton,physician,"jazz musician, jazzman",false,false,true,false,false,instances
Tyrol is a province.,tyrol,province,"province, state",true,false,true,false,false,instances
Hertz is a roman.,hertz,roman,nuclear physicist,false,false,true,false,false,instances
Tati is not a psychoanalyst.,tati,psychoanalyst,"film maker, film producer, filmmaker, movie maker",true,true,true,false,false,instances
Meyerbeer is a composer.,meyerbeer,composer,composer,true,false,true,false,false,instances
Ukraine is a country.,ukraine,country,"land, country, state",true,false,true,false,false,instances
Swaziland is not a pirate.,swaziland,pirate,"african country, african nation",true,true,true,false,false,instances
Schweitzer is a technologist.,schweitzer,technologist,"doc, doctor, dr., md, medico, missionary, missioner, organist, philosopher, physician",false,false,true,false,false,instances
Morton is not a md.,morton,md,"jazz musician, jazzman",true,true,true,false,false,instances
Trotsky is a writer.,trotsky,writer,"bolshevik, bolshevist, revolutionary, revolutionist, subversive, subverter",false,false,true,false,false,instances
Rigel is a carver.,rigel,carver,"binary, binary star, double star",false,false,true,false,false,instances
Chomsky is not a conspirator.,chomsky,conspirator,"linguist, linguistic scientist",true,true,true,false,false,instances
Grus is not a director.,grus,director,constellation,true,true,true,false,false,instances
Tyndale is not a vocalist.,tyndale,vocalist,"interpreter, martyr, sufferer, translator",true,true,true,false,false,instances
Obama is a chief executive.,obama,chief executive,"chief executive, president, president of the united states, united states president",true,false,true,false,false,instances
Fawkes is a pianist.,fawkes,pianist,"coconspirator, conspirator, machinator, plotter",false,false,true,false,false,instances
Loyola is a mystic.,loyola,mystic,"theologian, theologiser, theologist, theologizer, saint",false,false,true,false,false,instances
Gagarin is not a cosmonaut.,gagarin,cosmonaut,"astronaut, cosmonaut, spaceman",false,true,true,false,false,instances
Crichton is not a scholar.,crichton,scholar,"bookman, scholar, scholarly person, student",false,true,true,false,false,instances
Thailand is an asian nation.,thailand,asian nation,"asian country, asian nation",true,false,true,false,false,instances
Klein is a designer.,klein,designer,"clothes designer, couturier, fashion designer, designer",true,false,true,false,false,instances
Schweitzer is not a md.,schweitzer,md,"doc, doctor, dr., md, medico, missionary, missioner, organist, philosopher, physician",false,true,true,false,false,instances
