statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category
Toolshee is not a duncott.,toolshee,duncott,"softre, duncott",false,true,false,true,false,instances
Ancy is a motoriger.,ancy,motoriger,"motoriger, robberg",false,false,false,true,false,instances
Daddafitting is not lapenders.,daddafitting,lapenders,"stariality, lapenders",false,true,false,true,false,instances
Shreeson is a hilosital.,shreeson,hilosital,"hilosital, choops",false,false,false,true,false,instances
Peries is an archicander.,peries,archicander,"organi, archicander",false,false,false,true,false,instances
Whattlet is not an acred scier.,whattlet,acred scier,"direnze, epie",false,true,false,true,false,instances
Pathesia is a mistling.,pathesia,mistling,"racoat, flagriff",false,false,false,true,false,instances
Solverogen is a lenoon.,solverogen,lenoon,"amphage, lenoon",false,false,false,true,false,instances
Arthaystal is not an epie.,arthaystal,epie,"lowense, hologiser",false,true,false,true,false,instances
Abooze is not a pompiratist.,abooze,pompiratist,"driva, rousness",false,true,false,true,false,instances
Colleringus is a showcashowcase.,colleringus,showcashowcase,"rin, pedibitrary",false,false,false,true,false,instances
Blacera is undenessness.,blacera,undenessness,"highjackey, undenessness",false,false,false,true,false,instances
Epilininess is a paral ameril.,epilininess,paral ameril,"foresett, paral ameril",false,false,false,true,false,instances
Parater is not a vocamorin.,parater,vocamorin,"vocamorin, rebrain",false,true,false,true,false,instances
Desia is not an erarchping.,desia,erarchping,"driva, siveway",false,true,false,true,false,instances
Kleinuance is not a unitredal.,kleinuance,unitredal,"sculist, unitredal",false,true,false,true,false,instances
Seache is not a halender.,seache,halender,"haller, aneuver",false,true,false,true,false,instances
Amnioraker is a sapiece.,amnioraker,sapiece,"pyjammee, ploman",false,false,false,true,false,instances
Nuden is foreadeer.,nuden,foreadeer,"breakine, accomfitting",false,false,false,true,false,instances
Proppoinia is not a fema.,proppoinia,fema,"qadductor, aircator",false,true,false,true,false,instances
Granshiloh is not an amentive.,granshiloh,amentive,"amentive, transy",false,true,false,true,false,instances
Hoagulle is not a sprinesett.,hoagulle,sprinesett,"hologuerion, sprinesett",false,true,false,true,false,instances
Graphyte is a delstasizine.,graphyte,delstasizine,"deuter, delstasizine",false,false,false,true,false,instances
Optysis is a foreworm.,optysis,foreworm,"cochithy, skyschmarole",false,false,false,true,false,instances
Gramindlement is a rumorrism.,gramindlement,rumorrism,"happer, pathwayman",false,false,false,true,false,instances
Deutschtone is a goldfiel.,deutschtone,goldfiel,"technaps, goldfiel",false,false,false,true,false,instances
Flation is not a sleadence.,flation,sleadence,"raventry, hemoption",false,true,false,true,false,instances
Halumblethachinding is a rin.,halumblethachinding,rin,"sportment, rin",false,false,false,true,false,instances
Icence is not a preat brick.,icence,preat brick,"shirrup, preat brick",false,true,false,true,false,instances
Eyeholokai is not inds.,eyeholokai,inds,"storian, inds",false,true,false,true,false,instances
Defeate is not a wiggadago.,defeate,wiggadago,"tosaur, wiggadago",false,true,false,true,false,instances
Arthaystal is a congdoer.,arthaystal,congdoer,"lowense, hologiser",false,false,false,true,false,instances
Madre is not a puscle.,madre,puscle,"barriest, puscle",false,true,false,true,false,instances
Madon is not a negalaper.,madon,negalaper,"negalaper, moreaking",false,true,false,true,false,instances
Sunshiite is not a sleadence.,sunshiite,sleadence,"sleadence, astell",false,true,false,true,false,instances
Bewing is not rineptness.,bewing,rineptness,"madrive, plain pergee",false,true,false,true,false,instances
Markovsky is a physichtingston.,markovsky,physichtingston,"lucatnap, schorebuker",false,false,false,true,false,instances
Halumblethachinding is a preat brick.,halumblethachinding,preat brick,"sportment, rin",false,false,false,true,false,instances
Railion is a scanover.,railion,scanover,"scanover, vistwad",false,false,false,true,false,instances
Iding is not a lafituting.,iding,lafituting,"lingemer, egyptory",false,true,false,true,false,instances
Nigery is a capitock.,nigery,capitock,"amentive, philoh",false,false,false,true,false,instances
Gaucheling is farrietics.,gaucheling,farrietics,"bactor, farrietics",false,false,false,true,false,instances
Stelapse is a hemospher.,stelapse,hemospher,"philoh, learship",false,false,false,true,false,instances
Pugling is a rumorrism.,pugling,rumorrism,"rumorrism, cobblener",false,false,false,true,false,instances
Direbuker is a newsbrel.,direbuker,newsbrel,"houghter, newsbrel",false,false,false,true,false,instances
Wandslip is not compless.,wandslip,compless,"spershirt, kebastrokins",false,true,false,true,false,instances
Fluiding is not a scalitrio.,fluiding,scalitrio,"popecidity, scalitrio",false,true,false,true,false,instances
Mooche is not a diatrole.,mooche,diatrole,"schorebuker, diatrole",false,true,false,true,false,instances
Perfuncium is a shirrup.,perfuncium,shirrup,"shirrup, haller",false,false,false,true,false,instances
Glitrich is not crusadness.,glitrich,crusadness,"rusatism, crusadness",false,true,false,true,false,instances
Djibwa is a terium.,djibwa,terium,"silkwoosh, pathwayman",false,false,false,true,false,instances
Prittaine is not an appenose.,prittaine,appenose,"sychorse, moursefly",false,true,false,true,false,instances
Movichet is not a seachiasizinetion.,movichet,seachiasizinetion,"tuiler, seachiasizinetion",false,true,false,true,false,instances
Houstari is not a hologuerion.,houstari,hologuerion,"hologuerion, mattlee",false,true,false,true,false,instances
Hemia is a physichtingston.,hemia,physichtingston,"gaucheading, physichtingston",false,false,false,true,false,instances
Prouse is a nuation.,prouse,nuation,"hilosital, shirruplet",false,false,false,true,false,instances
Argings is not a temicathesian.,argings,temicathesian,"hous worker, appenose",false,true,false,true,false,instances
Incrimber is not an idity.,incrimber,idity,"idity, foreadeer",false,true,false,true,false,instances
Prosepin is not a moursefly.,prosepin,moursefly,"subverez, maesthent",false,true,false,true,false,instances
Clastitus is a rastomation.,clastitus,rastomation,"gunch, stachist",false,false,false,true,false,instances
Salia is an oble.,salia,oble,"pretent, stariality",false,false,false,true,false,instances
Vellottle is not a chandy.,vellottle,chandy,"puericalia, chandy",false,true,false,true,false,instances
Chimeo is not an ordunction.,chimeo,ordunction,"lazinet, educania",false,true,false,true,false,instances
Newsbread is a femating.,newsbread,femating,"subverez, femating",false,false,false,true,false,instances
Aquirter is a femating.,aquirter,femating,"halender, femating",false,false,false,true,false,instances
Dalepperg is a hemicard.,dalepperg,hemicard,"oinity, willowl",false,false,false,true,false,instances
Mozama is not a formera.,mozama,formera,"vivist, bacceptab",false,true,false,true,false,instances
Deterium is not an afring.,deterium,afring,"afring, moreaking",false,true,false,true,false,instances
Prownup is oxiousness.,prownup,oxiousness,"gunce, oxiousness",false,false,false,true,false,instances
Quel is a thua.,quel,thua,"thua, microma",false,false,false,true,false,instances
Lewife is a mility.,lewife,mility,"boullelix, erender",false,false,false,true,false,instances
Pugling is dutchbanks.,pugling,dutchbanks,"rumorrism, cobblener",false,false,false,true,false,instances
Gramiter is a vivist.,gramiter,vivist,"haraest, housness",false,false,false,true,false,instances
Tosa is not a spriming.,tosa,spriming,"romation, spriming",false,true,false,true,false,instances
Aboria is nics.,aboria,nics,"rineptness, candment",false,false,false,true,false,instances
Yardiomy is not a puscle.,yardiomy,puscle,"classant, puscle",false,true,false,true,false,instances
Minemati is not a repairbalk.,minemati,repairbalk,"noblesis, humorrhoid",false,true,false,true,false,instances
Seachirren is not an azio.,seachirren,azio,"nobline, farrimerg",false,true,false,true,false,instances
Refuelie is a dext.,refuelie,dext,"jolshereat, eration",false,false,false,true,false,instances
Scaberker is a dologist.,scaberker,dologist,"foreity, dologist",false,false,false,true,false,instances
Tadpollame is not steness.,tadpollame,steness,"steness, rousness",false,true,false,true,false,instances
Trantion is a ballonishment.,trantion,ballonishment,"ballonishment, prottlee",false,false,false,true,false,instances
Balla is not a unitredal.,balla,unitredal,"ballo, subverez",false,true,false,true,false,instances
Procutor is a sucrome.,procutor,sucrome,"pitte, ploma",false,false,false,true,false,instances
Disdainshift is not a clard.,disdainshift,clard,"clard, relapis",false,true,false,true,false,instances
Halkie is not a preat brick.,halkie,preat brick,"lucatnap, preat brick",false,true,false,true,false,instances
Fransy is not mayfulness.,fransy,mayfulness,"gunch, banzo",false,true,false,true,false,instances
Ambleshiva is not a jolshereat.,ambleshiva,jolshereat,"classant, jolshereat",false,true,false,true,false,instances
Arter is a candment.,arter,candment,"eration, candment",false,false,false,true,false,instances
Tadpollame is not rousness.,tadpollame,rousness,"steness, rousness",false,true,false,true,false,instances
Chatche is not a proseole.,chatche,proseole,"ojibout, vistwad",false,true,false,true,false,instances
Nuden is an accomfitting.,nuden,accomfitting,"breakine, accomfitting",false,false,false,true,false,instances
Myelindslip is farrietics.,myelindslip,farrietics,"sacrobiling, rineptness",false,false,false,true,false,instances
Ricoid is not a tadpolind.,ricoid,tadpolind,"afring, hemicard",false,true,false,true,false,instances
Lewife is not a conterin.,lewife,conterin,"boullelix, erender",false,true,false,true,false,instances
Moundum is not an infriger.,moundum,infriger,"hobbergee, wastelland",false,true,false,true,false,instances
Prunellow is not a negalaper.,prunellow,negalaper,"navanteride, nonidity",false,true,false,true,false,instances
Sychia is a cologent.,sychia,cologent,"inculcatholing, spher",false,false,false,true,false,instances
Infrighway is not a hemoglobbina.,infrighway,hemoglobbina,"righting, hemoglobbina",false,true,false,true,false,instances
Rectan is not a shreenine.,rectan,shreenine,"civills, cator",false,true,false,true,false,instances
Crimness is a procese.,crimness,procese,"balterna, procese",false,false,false,true,false,instances
Ejectance is a desiddle.,ejectance,desiddle,"idin, greeso",false,false,false,true,false,instances
Kharter is a potein.,kharter,potein,"berge, potein",false,false,false,true,false,instances
Muggiste is a widgeograd.,muggiste,widgeograd,"amorrhoid, ames",false,false,false,true,false,instances
Aarhusband is a scalitrio.,aarhusband,scalitrio,"crusadness, explouvre",false,false,false,true,false,instances
Seachirren is a farrimerg.,seachirren,farrimerg,"nobline, farrimerg",false,false,false,true,false,instances
Morewdness is not a theading.,morewdness,theading,"theading, sucrome",false,true,false,true,false,instances
Encircast is a dudgeworker.,encircast,dudgeworker,"branger, dudgeworker",false,false,false,true,false,instances
Prown is a pomplie.,prown,pomplie,"steness, pomplie",false,false,false,true,false,instances
Lawag is not a bricircation.,lawag,bricircation,"sixpacemeno, bricircation",false,true,false,true,false,instances
Druple is not a macea.,druple,macea,"rin, assement",false,true,false,true,false,instances
Candonalist is an oble.,candonalist,oble,"galist, inds",false,false,false,true,false,instances
Deutschwe is not a crediator.,deutschwe,crediator,"fiddineer, thronster",false,true,false,true,false,instances
Connai is a mistling.,connai,mistling,"mistling, dubridol",false,false,false,true,false,instances
Clastermer is not a porkine.,clastermer,porkine,"cator, porkine",false,true,false,true,false,instances
Moretta is bewis.,moretta,bewis,"bewis, lantate",false,false,false,true,false,instances
Djibouller is a lifterpetree.,djibouller,lifterpetree,"enging, jolsheep",false,false,false,true,false,instances
Disancy is not a mility.,disancy,mility,"riggler, cal batso",false,true,false,true,false,instances
Deposy is not a porkine.,deposy,porkine,"haraest, goldfiel",false,true,false,true,false,instances
Guzzliness is not a femattant.,guzzliness,femattant,"iridency, webersoil",false,true,false,true,false,instances
Prograta is an agarization.,prograta,agarization,"bactor, sheviling",false,false,false,true,false,instances
Spendian is a sheville.,spendian,sheville,"coathes, sheville",false,false,false,true,false,instances
Kharter is a cal batso.,kharter,cal batso,"berge, potein",false,false,false,true,false,instances
Honencement is not a delstasizine.,honencement,delstasizine,"delstasizine, prosepipe",false,true,false,true,false,instances
Ejectance is a spershirt.,ejectance,spershirt,"idin, greeso",false,false,false,true,false,instances
Paralit is not an acred scier.,paralit,acred scier,"acred scier, femalademasjid",false,true,false,true,false,instances
Ragoguessness is organings.,ragoguessness,organings,"sebranger, lechmarkov",false,false,false,true,false,instances
Dese is not a phicatte.,dese,phicatte,"hilosital, slower",false,true,false,true,false,instances
Gradeross is a racoat.,gradeross,racoat,"nuation, racoat",false,false,false,true,false,instances
Hoopecidium is a noiser.,hoopecidium,noiser,"microusness, calist",false,false,false,true,false,instances
Compling is a desiddle.,compling,desiddle,"widgeograd, desiddle",false,false,false,true,false,instances
Misrael is a delstasizine.,misrael,delstasizine,"temicathesian, gullegence",false,false,false,true,false,instances
Jalains is not a honomine.,jalains,honomine,"honomine, educania",false,true,false,true,false,instances
Tadpol is not a scanover.,tadpol,scanover,"scanover, coched",false,true,false,true,false,instances
Inck is solvertics.,inck,solvertics,"fiddineer, swimwearsaw",false,false,false,true,false,instances
Metrostan is a cochithy.,metrostan,cochithy,"crition, qadductor",false,false,false,true,false,instances
Droca is a chican natione.,droca,chican natione,"ilkwooser, bambivalry",false,false,false,true,false,instances
Locannount is not an asystitutte.,locannount,asystitutte,"asystitutte, mistel",false,true,false,true,false,instances
Infining is a tournabing.,infining,tournabing,"conountry, accomfitting",false,false,false,true,false,instances
Cousness is a crobby.,cousness,crobby,"demaide, crobby",false,false,false,true,false,instances
Changle is an egory.,changle,egory,"chite, geogrape",false,false,false,true,false,instances
Haviaturbia is not a silkwoosh.,haviaturbia,silkwoosh,"silkwoosh, enuncomfitt",false,true,false,true,false,instances
Tadpol is not a coched.,tadpol,coched,"scanover, coched",false,true,false,true,false,instances
Foyevsky is a bactor.,foyevsky,bactor,"bactor, fulmargy",false,false,false,true,false,instances
Perusintifa is not spectnes.,perusintifa,spectnes,"foodworman, spectnes",false,true,false,true,false,instances
Edwardion is not a the unizer.,edwardion,the unizer,"rainsist, lawag",false,true,false,true,false,instances
Camounker is not a nanslator.,camounker,nanslator,"aphecius, nanslator",false,true,false,true,false,instances
Flunkers is a schnaborator.,flunkers,schnaborator,"goldfiel, hobbergee",false,false,false,true,false,instances
Kharlowne is not a rumorrism.,kharlowne,rumorrism,"rumorrism, dutchbanks",false,true,false,true,false,instances
Conflosis is a meyepilapist.,conflosis,meyepilapist,"disittin, meyepilapist",false,false,false,true,false,instances
Albanse is not capis.,albanse,capis,"willowl, capis",false,true,false,true,false,instances
Algier is a plouvre.,algier,plouvre,"oxiousness, founcient",false,false,false,true,false,instances
Athway is not a rin.,athway,rin,"rin, prash",false,true,false,true,false,instances
Dostab is not a breakine.,dostab,breakine,"femattant, scencer",false,true,false,true,false,instances
Havilio is not a shirrup.,havilio,shirrup,"bactoring, adahlia",false,true,false,true,false,instances
Firenosuperd is not a proop.,firenosuperd,proop,"proop, kebastrokins",false,true,false,true,false,instances
Decoastruce is an adverdion.,decoastruce,adverdion,"lockboat, adverdion",false,false,false,true,false,instances
Shedibitor is not a fema.,shedibitor,fema,"coathes, fema",false,true,false,true,false,instances
Disancy is not a riggler.,disancy,riggler,"riggler, cal batso",false,true,false,true,false,instances
Furchent is not scuddiness.,furchent,scuddiness,"thronster, scuddiness",false,true,false,true,false,instances
Egoer is not a diredontiff.,egoer,diredontiff,"calist, diredontiff",false,true,false,true,false,instances
Fatsmanna is not an amorak.,fatsmanna,amorak,"amorak, priva",false,true,false,true,false,instances
Balus is a wooseody.,balus,wooseody,"wooseody, callist",false,false,false,true,false,instances
Sembletitics is not a civitudence.,sembletitics,civitudence,"civitudence, enuhindlasse",false,true,false,true,false,instances
Locannount is not a tetralliger.,locannount,tetralliger,"asystitutte, mistel",false,true,false,true,false,instances
Mudskirter is an abouthode.,mudskirter,abouthode,"pretent, abouthode",false,false,false,true,false,instances
Licecreads is a suedent.,licecreads,suedent,"compless, goutland",false,false,false,true,false,instances
Dolorism is not a scanover.,dolorism,scanover,"hadre, veilitting",false,true,false,true,false,instances
Maracao is a gunch.,maracao,gunch,"aracase, preteness",false,false,false,true,false,instances
Cusalist is not a defeation.,cusalist,defeation,"lazquel, recium",false,true,false,true,false,instances
Dissing is not a typefacer.,dissing,typefacer,"nadagog, barkers",false,true,false,true,false,instances
Cister is not a flate.,cister,flate,"flate, moursefly",false,true,false,true,false,instances
Posity is scuddings.,posity,scuddings,"hemission, scuddings",false,false,false,true,false,instances
Albatson is not a mileome.,albatson,mileome,"catte, mileome",false,true,false,true,false,instances
Dahlimazel is an artisance.,dahlimazel,artisance,"trainia, artisance",false,false,false,true,false,instances
Viscot is a porkine.,viscot,porkine,"lity, puglior",false,false,false,true,false,instances
Koperier is an aquination.,koperier,aquination,"aquination, lantate",false,false,false,true,false,instances
Dizativings is not a provicecrash.,dizativings,provicecrash,"provicecrash, pomplie",false,true,false,true,false,instances
Dise is a nobline.,dise,nobline,"nearium, nobline",false,false,false,true,false,instances
Dizativings is not a pomplie.,dizativings,pomplie,"provicecrash, pomplie",false,true,false,true,false,instances
Pathew is a robberg.,pathew,robberg,"aircator, robberg",false,false,false,true,false,instances
Palainess is not an athespocker.,palainess,athespocker,"breakine, scein",false,true,false,true,false,instances
Rosisticle is a crediator.,rosisticle,crediator,"enging, ilkwooser",false,false,false,true,false,instances
Calminet is a chootnote.,calminet,chootnote,"hemoglobi, chootnote",false,false,false,true,false,instances
Swoodwork is a cuminist.,swoodwork,cuminist,"cuminist, missimoving",false,false,false,true,false,instances
Mammari is not relapis.,mammari,relapis,"blowser, relapis",false,true,false,true,false,instances
Pyjamace is a balle.,pyjamace,balle,"seahorer, balle",false,false,false,true,false,instances
Sprina is not a mumbread.,sprina,mumbread,"appollin, mumbread",false,true,false,true,false,instances
Tatorce is not goodmas.,tatorce,goodmas,"goodmas, schor",false,true,false,true,false,instances
