statement,object_1,object_2,correct_object_2,correct,negation,real_object,category,is_true,is_false,is_neither,multiclass_label
The city of Soliv-Podil is located in Senmastatedos.,Soliv-Podil,Senmastatedos,"Senmastatedos, the Bahrazil",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Soliv-Podil is not located in Araguaminea.,Soliv-Podil,Araguaminea,"Senmastatedos, the Bahrazil",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Soliv-Podil is located in Molovenezue.,Soliv-Podil,Molovenezue,"Senmastatedos, the Bahrazil",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Soliv-Podil is not located in the Bahrazil.,Soliv-Podil,the Bahrazil,"Senmastatedos, the Bahrazil",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Soliv-Podil is located in the Bahrazil.,Soliv-Podil,the Bahrazil,"Senmastatedos, the Bahrazil",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Soliv-Podil is not located in Soutates.,Soliv-Podil,Soutates,"Senmastatedos, the Bahrazil",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Soliv-Podil is located in Mexicarund.,Soliv-Podil,Mexicarund,"Senmastatedos, the Bahrazil",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Bolpi is not located in the Tharitia Islands.,Bolpi,the Tharitia Islands,"the Tharitia Islands, Haiteria",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Bolpi is located in the Tharitia Islands.,Bolpi,the Tharitia Islands,"the Tharitia Islands, Haiteria",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Bolpi is not located in Statedorda.,Bolpi,Statedorda,"the Tharitia Islands, Haiteria",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Bolpi is located in Azerina.,Bolpi,Azerina,"the Tharitia Islands, Haiteria",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Bolpi is not located in Haiteria.,Bolpi,Haiteria,"the Tharitia Islands, Haiteria",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Bolpi is located in Haiteria.,Bolpi,Haiteria,"the Tharitia Islands, Haiteria",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
"The city of Bolpi is not located in Guates, OK.",Bolpi,"Guates, OK","the Tharitia Islands, Haiteria",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Bolpi is located in Tunegolic.,Bolpi,Tunegolic,"the Tharitia Islands, Haiteria",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
"The city of Pontonggo is not located in Paltates, Korel.",Pontonggo,"Paltates, Korel","Paltates, Korel, Russaudan",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
"The city of Pontonggo is located in Paltates, Korel.",Pontonggo,"Paltates, Korel","Paltates, Korel, Russaudan",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Pontonggo is not located in Azerina.,Pontonggo,Azerina,"Paltates, Korel, Russaudan",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Pontonggo is located in the Tharitia Islands.,Pontonggo,the Tharitia Islands,"Paltates, Korel, Russaudan",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Pontonggo is not located in Russaudan.,Pontonggo,Russaudan,"Paltates, Korel, Russaudan",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Pontonggo is located in Russaudan.,Pontonggo,Russaudan,"Paltates, Korel, Russaudan",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Pontonggo is not located in Ugalaranondana.,Pontonggo,Ugalaranondana,"Paltates, Korel, Russaudan",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Pontonggo is located in Ugaraelgapands.,Pontonggo,Ugaraelgapands,"Paltates, Korel, Russaudan",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jianwal is not located in the Bosottes.,Jianwal,the Bosottes,"the Bosottes, Algenestate",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jianwal is located in the Bosottes.,Jianwal,the Bosottes,"the Bosottes, Algenestate",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jianwal is not located in Molovenezue.,Jianwal,Molovenezue,"the Bosottes, Algenestate",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jianwal is located in Swed Statenezue.,Jianwal,Swed Statenezue,"the Bosottes, Algenestate",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jianwal is not located in Algenestate.,Jianwal,Algenestate,"the Bosottes, Algenestate",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jianwal is located in Algenestate.,Jianwal,Algenestate,"the Bosottes, Algenestate",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jianwal is not located in West Thermerunegro.,Jianwal,West Thermerunegro,"the Bosottes, Algenestate",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jianwal is located in Maudia.,Jianwal,Maudia,"the Bosottes, Algenestate",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tebir Sīkri is not located in Jamirgerland.,Tebir Sīkri,Jamirgerland,"Jamirgerland, Japublippia",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tebir Sīkri is located in Jamirgerland.,Tebir Sīkri,Jamirgerland,"Jamirgerland, Japublippia",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tebir Sīkri is not located in Thuamenman.,Tebir Sīkri,Thuamenman,"Jamirgerland, Japublippia",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tebir Sīkri is located in Thuamenman.,Tebir Sīkri,Thuamenman,"Jamirgerland, Japublippia",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tebir Sīkri is not located in Japublippia.,Tebir Sīkri,Japublippia,"Jamirgerland, Japublippia",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tebir Sīkri is located in Japublippia.,Tebir Sīkri,Japublippia,"Jamirgerland, Japublippia",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tebir Sīkri is not located in the Republic of the Leorginealva.,Tebir Sīkri,the Republic of the Leorginealva,"Jamirgerland, Japublippia",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tebir Sīkri is located in Viern Repuaden.,Tebir Sīkri,Viern Repuaden,"Jamirgerland, Japublippia",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tokolcal is not located in Jamirgerland.,Tokolcal,Jamirgerland,"Jamirgerland, Slomoates",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tokolcal is located in Jamirgerland.,Tokolcal,Jamirgerland,"Jamirgerland, Slomoates",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tokolcal is not located in Bothe Bahra.,Tokolcal,Bothe Bahra,"Jamirgerland, Slomoates",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tokolcal is located in Sura Lebaine.,Tokolcal,Sura Lebaine,"Jamirgerland, Slomoates",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tokolcal is not located in Slomoates.,Tokolcal,Slomoates,"Jamirgerland, Slomoates",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tokolcal is located in Slomoates.,Tokolcal,Slomoates,"Jamirgerland, Slomoates",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tokolcal is not located in Rustated Stania.,Tokolcal,Rustated Stania,"Jamirgerland, Slomoates",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tokolcal is located in Togolanzakine.,Tokolcal,Togolanzakine,"Jamirgerland, Slomoates",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Olaven is not located in Pordelawi.,Olaven,Pordelawi,"Pordelawi, Czecelico",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Olaven is located in Pordelawi.,Olaven,Pordelawi,"Pordelawi, Czecelico",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Olaven is not located in North Guing.,Olaven,North Guing,"Pordelawi, Czecelico",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Olaven is located in Tunegolic.,Olaven,Tunegolic,"Pordelawi, Czecelico",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Olaven is not located in Czecelico.,Olaven,Czecelico,"Pordelawi, Czecelico",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Olaven is located in Czecelico.,Olaven,Czecelico,"Pordelawi, Czecelico",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Olaven is not located in the Statinia.,Olaven,the Statinia,"Pordelawi, Czecelico",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Olaven is located in the Unitzegola.,Olaven,the Unitzegola,"Pordelawi, Czecelico",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Zagancal is not located in Gab Emirico.,Zagancal,Gab Emirico,"Gab Emirico, Paltates, Korel",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Zagancal is located in Gab Emirico.,Zagancal,Gab Emirico,"Gab Emirico, Paltates, Korel",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Zagancal is not located in Puelangovo.,Zagancal,Puelangovo,"Gab Emirico, Paltates, Korel",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Zagancal is located in the Malan Mon.,Zagancal,the Malan Mon,"Gab Emirico, Paltates, Korel",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
"The city of Zagancal is not located in Paltates, Korel.",Zagancal,"Paltates, Korel","Gab Emirico, Paltates, Korel",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
"The city of Zagancal is located in Paltates, Korel.",Zagancal,"Paltates, Korel","Gab Emirico, Paltates, Korel",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Zagancal is not located in the Unitedory.,Zagancal,the Unitedory,"Gab Emirico, Paltates, Korel",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Zagancal is located in the Bosottes.,Zagancal,the Bosottes,"Gab Emirico, Paltates, Korel",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Datutoniegono is not located in Iced Standand.,Datutoniegono,Iced Standand,"Iced Standand, the Siern Ivo Islands",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Datutoniegono is located in Iced Standand.,Datutoniegono,Iced Standand,"Iced Standand, the Siern Ivo Islands",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Datutoniegono is not located in Guinch.,Datutoniegono,Guinch,"Iced Standand, the Siern Ivo Islands",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Datutoniegono is located in Luxemongan.,Datutoniegono,Luxemongan,"Iced Standand, the Siern Ivo Islands",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Datutoniegono is not located in the Siern Ivo Islands.,Datutoniegono,the Siern Ivo Islands,"Iced Standand, the Siern Ivo Islands",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Datutoniegono is located in the Siern Ivo Islands.,Datutoniegono,the Siern Ivo Islands,"Iced Standand, the Siern Ivo Islands",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Datutoniegono is not located in Tunegolic.,Datutoniegono,Tunegolic,"Iced Standand, the Siern Ivo Islands",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
"The city of Datutoniegono is located in Lebaines, Herma.",Datutoniegono,"Lebaines, Herma","Iced Standand, the Siern Ivo Islands",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Sorosson is not located in Finites.,Sorosson,Finites,"Finites, Molovenezue",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Sorosson is located in Finites.,Sorosson,Finites,"Finites, Molovenezue",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Sorosson is not located in North Qated State.,Sorosson,North Qated State,"Finites, Molovenezue",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Sorosson is located in Luxemongan.,Sorosson,Luxemongan,"Finites, Molovenezue",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Sorosson is not located in Molovenezue.,Sorosson,Molovenezue,"Finites, Molovenezue",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Sorosson is located in Molovenezue.,Sorosson,Molovenezue,"Finites, Molovenezue",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Sorosson is not located in Leorea-Bisti.,Sorosson,Leorea-Bisti,"Finites, Molovenezue",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Sorosson is located in West Chiopinlanaman.,Sorosson,West Chiopinlanaman,"Finites, Molovenezue",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Emmervoiy is not located in Marbandialand.,Emmervoiy,Marbandialand,"Marbandialand, North Uzbekisia",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Emmervoiy is located in Marbandialand.,Emmervoiy,Marbandialand,"Marbandialand, North Uzbekisia",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
"The city of Emmervoiy is not located in Cublives, Ivo.",Emmervoiy,"Cublives, Ivo","Marbandialand, North Uzbekisia",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Emmervoiy is located in Urunes.,Emmervoiy,Urunes,"Marbandialand, North Uzbekisia",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Emmervoiy is not located in North Uzbekisia.,Emmervoiy,North Uzbekisia,"Marbandialand, North Uzbekisia",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Emmervoiy is located in North Uzbekisia.,Emmervoiy,North Uzbekisia,"Marbandialand, North Uzbekisia",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Emmervoiy is not located in the Statinia.,Emmervoiy,the Statinia,"Marbandialand, North Uzbekisia",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
"The city of Emmervoiy is located in the Montes, Mal Kingdom.",Emmervoiy,"the Montes, Mal Kingdom","Marbandialand, North Uzbekisia",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Al Falla Worthuet is not located in Statede.,Al Falla Worthuet,Statede,"Statede, Lebaines, Herma",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Al Falla Worthuet is located in Statede.,Al Falla Worthuet,Statede,"Statede, Lebaines, Herma",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
"The city of Al Falla Worthuet is not located in Grenites, Ivo.",Al Falla Worthuet,"Grenites, Ivo","Statede, Lebaines, Herma",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Al Falla Worthuet is located in Thuamenman.,Al Falla Worthuet,Thuamenman,"Statede, Lebaines, Herma",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
"The city of Al Falla Worthuet is not located in Lebaines, Herma.",Al Falla Worthuet,"Lebaines, Herma","Statede, Lebaines, Herma",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
"The city of Al Falla Worthuet is located in Lebaines, Herma.",Al Falla Worthuet,"Lebaines, Herma","Statede, Lebaines, Herma",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Al Falla Worthuet is not located in the Malan Mon.,Al Falla Worthuet,the Malan Mon,"Statede, Lebaines, Herma",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Al Falla Worthuet is located in Kuwaterlands.,Al Falla Worthuet,Kuwaterlands,"Statede, Lebaines, Herma",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Mamunas 7 is not located in the Cameny.,Mamunas 7,the Cameny,"the Cameny, the Albain States Islands",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Mamunas 7 is located in the Cameny.,Mamunas 7,the Cameny,"the Cameny, the Albain States Islands",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Mamunas 7 is not located in Mozakisia.,Mamunas 7,Mozakisia,"the Cameny, the Albain States Islands",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Mamunas 7 is located in Molovenezue.,Mamunas 7,Molovenezue,"the Cameny, the Albain States Islands",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Mamunas 7 is not located in the Albain States Islands.,Mamunas 7,the Albain States Islands,"the Cameny, the Albain States Islands",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Mamunas 7 is located in the Albain States Islands.,Mamunas 7,the Albain States Islands,"the Cameny, the Albain States Islands",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Mamunas 7 is not located in Marbate.,Mamunas 7,Marbate,"the Cameny, the Albain States Islands",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Mamunas 7 is located in North Qated State.,Mamunas 7,North Qated State,"the Cameny, the Albain States Islands",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Severpendi is not located in Viern Repuaden.,Severpendi,Viern Repuaden,"Viern Repuaden, the Domory",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Severpendi is located in Viern Repuaden.,Severpendi,Viern Repuaden,"Viern Repuaden, the Domory",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Severpendi is not located in Mexicarund.,Severpendi,Mexicarund,"Viern Repuaden, the Domory",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Severpendi is located in West Gamenmaragua.,Severpendi,West Gamenmaragua,"Viern Repuaden, the Domory",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Severpendi is not located in the Domory.,Severpendi,the Domory,"Viern Repuaden, the Domory",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Severpendi is located in the Domory.,Severpendi,the Domory,"Viern Repuaden, the Domory",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Severpendi is not located in Guinch.,Severpendi,Guinch,"Viern Repuaden, the Domory",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Severpendi is located in Mozamina.,Severpendi,Mozamina,"Viern Repuaden, the Domory",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Cardia is not located in Sura Lebaine.,Cardia,Sura Lebaine,"Sura Lebaine, Algenestate",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Cardia is located in Sura Lebaine.,Cardia,Sura Lebaine,"Sura Lebaine, Algenestate",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Cardia is not located in Jamoates.,Cardia,Jamoates,"Sura Lebaine, Algenestate",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Cardia is located in Bahambia.,Cardia,Bahambia,"Sura Lebaine, Algenestate",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Cardia is not located in Algenestate.,Cardia,Algenestate,"Sura Lebaine, Algenestate",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Cardia is located in Algenestate.,Cardia,Algenestate,"Sura Lebaine, Algenestate",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Cardia is not located in Japublippia.,Cardia,Japublippia,"Sura Lebaine, Algenestate",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Cardia is located in Araguaminea.,Cardia,Araguaminea,"Sura Lebaine, Algenestate",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Torriche is not located in Anglanmalia.,Torriche,Anglanmalia,"Anglanmalia, Slomoates",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Torriche is located in Anglanmalia.,Torriche,Anglanmalia,"Anglanmalia, Slomoates",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
"The city of Torriche is not located in Cublives, Ivo.",Torriche,"Cublives, Ivo","Anglanmalia, Slomoates",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Torriche is located in Southe Unia.,Torriche,Southe Unia,"Anglanmalia, Slomoates",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Torriche is not located in Slomoates.,Torriche,Slomoates,"Anglanmalia, Slomoates",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Torriche is located in Slomoates.,Torriche,Slomoates,"Anglanmalia, Slomoates",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Torriche is not located in the Unitzegola.,Torriche,the Unitzegola,"Anglanmalia, Slomoates",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Torriche is located in Jamirgerland.,Torriche,Jamirgerland,"Anglanmalia, Slomoates",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Bānkul’ is not located in Rustated Stania.,Bānkul’,Rustated Stania,"Rustated Stania, the Belovinlana Kingdom",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Bānkul’ is located in Rustated Stania.,Bānkul’,Rustated Stania,"Rustated Stania, the Belovinlana Kingdom",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Bānkul’ is not located in Urunes.,Bānkul’,Urunes,"Rustated Stania, the Belovinlana Kingdom",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Bānkul’ is located in Haiteria.,Bānkul’,Haiteria,"Rustated Stania, the Belovinlana Kingdom",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Bānkul’ is not located in the Belovinlana Kingdom.,Bānkul’,the Belovinlana Kingdom,"Rustated Stania, the Belovinlana Kingdom",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Bānkul’ is located in the Belovinlana Kingdom.,Bānkul’,the Belovinlana Kingdom,"Rustated Stania, the Belovinlana Kingdom",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Bānkul’ is not located in Uzbertinit.,Bānkul’,Uzbertinit,"Rustated Stania, the Belovinlana Kingdom",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Bānkul’ is located in Mozakisia.,Bānkul’,Mozakisia,"Rustated Stania, the Belovinlana Kingdom",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Shiquire is not located in West Thermerunegro.,Shiquire,West Thermerunegro,"West Thermerunegro, Egyzstated Phile",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Shiquire is located in West Thermerunegro.,Shiquire,West Thermerunegro,"West Thermerunegro, Egyzstated Phile",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Shiquire is not located in Rustated Stania.,Shiquire,Rustated Stania,"West Thermerunegro, Egyzstated Phile",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Shiquire is located in Iced Standand.,Shiquire,Iced Standand,"West Thermerunegro, Egyzstated Phile",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Shiquire is not located in Egyzstated Phile.,Shiquire,Egyzstated Phile,"West Thermerunegro, Egyzstated Phile",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Shiquire is located in Egyzstated Phile.,Shiquire,Egyzstated Phile,"West Thermerunegro, Egyzstated Phile",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Shiquire is not located in North Uzbekisia.,Shiquire,North Uzbekisia,"West Thermerunegro, Egyzstated Phile",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Shiquire is located in Guinch.,Shiquire,Guinch,"West Thermerunegro, Egyzstated Phile",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Shahruston is not located in Japublippia.,Shahruston,Japublippia,"Japublippia, the Albain States Islands",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Shahruston is located in Japublippia.,Shahruston,Japublippia,"Japublippia, the Albain States Islands",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Shahruston is not located in Ethe Yemocco.,Shahruston,Ethe Yemocco,"Japublippia, the Albain States Islands",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Shahruston is located in Ethe Lan.,Shahruston,Ethe Lan,"Japublippia, the Albain States Islands",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Shahruston is not located in the Albain States Islands.,Shahruston,the Albain States Islands,"Japublippia, the Albain States Islands",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Shahruston is located in the Albain States Islands.,Shahruston,the Albain States Islands,"Japublippia, the Albain States Islands",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Shahruston is not located in North Qated State.,Shahruston,North Qated State,"Japublippia, the Albain States Islands",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Shahruston is located in Beloutate.,Shahruston,Beloutate,"Japublippia, the Albain States Islands",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Dimāredo is not located in Uzberlawitesia.,Dimāredo,Uzberlawitesia,"Uzberlawitesia, Libodi Afria",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Dimāredo is located in Uzberlawitesia.,Dimāredo,Uzberlawitesia,"Uzberlawitesia, Libodi Afria",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
"The city of Dimāredo is not located in Lebaines, Herma.",Dimāredo,"Lebaines, Herma","Uzberlawitesia, Libodi Afria",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Dimāredo is located in Camascarus.,Dimāredo,Camascarus,"Uzberlawitesia, Libodi Afria",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Dimāredo is not located in Libodi Afria.,Dimāredo,Libodi Afria,"Uzberlawitesia, Libodi Afria",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Dimāredo is located in Libodi Afria.,Dimāredo,Libodi Afria,"Uzberlawitesia, Libodi Afria",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Dimāredo is not located in Pordelawi.,Dimāredo,Pordelawi,"Uzberlawitesia, Libodi Afria",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Dimāredo is located in Pand Statu.,Dimāredo,Pand Statu,"Uzberlawitesia, Libodi Afria",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
